ID,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2577,12.3,70.4,3.0,3.3,0.0,2171-11-30,4,0.56,261.93,433.07,0
2578,12.3,70.4,3.0,3.3,0.0,2171-11-30,2,0.44,151.99,619.87,2
2579,12.3,70.4,3.0,3.3,0.0,2171-11-30,5,0.63,174.41,392.6,0
2580,18.8,77.8,2.9,2.9,0.0,2170-12-30,1,0.54,291.64,41.47,0
2581,18.8,77.8,2.9,2.9,0.0,2170-12-30,3,0.72,179.47,337.07,2
2582,18.8,77.8,2.9,2.9,0.0,2170-12-30,4,0.78,263.89,711.12,0
2583,18.8,77.8,2.9,2.9,0.0,2170-12-30,2,0.63,108.08,919.43,0
2584,18.8,77.8,2.9,2.9,0.0,2170-12-30,5,0.65,146.06,25.61,2
2585,23.2,67.6,4.7,13.3,0.0,2171-12-30,1,1.0,265.7,440.21,0
2586,23.2,67.6,4.7,13.3,0.0,2171-12-30,3,0.58,291.44,127.08,2
2587,23.2,67.6,4.7,13.3,0.0,2171-12-30,4,0.51,203.67,783.0,0
2588,23.2,67.6,4.7,13.3,0.0,2171-12-30,2,0.47,199.43,989.74,2
2589,23.2,67.6,4.7,13.3,0.0,2171-12-30,5,0.61,190.81,156.44,2
2590,22.3,41.7,8.0,21.0,0.0,2170-03-30,1,0.53,174.92,379.15,0
2591,22.3,41.7,8.0,21.0,0.0,2170-03-30,3,0.71,249.41,315.81,2
2592,22.3,41.7,8.0,21.0,0.0,2170-03-30,4,0.77,261.97,555.89,1
2593,22.3,41.7,8.0,21.0,0.0,2170-03-30,2,0.51,188.65,760.25,2
2594,22.3,41.7,8.0,21.0,0.0,2170-03-30,5,0.46,132.83,531.45,2
2595,19.9,63.3,5.4,8.4,0.0,2171-03-30,1,0.9,174.83,617.25,0
2596,19.9,63.3,5.4,8.4,0.0,2171-03-30,3,0.7,222.38,561.52,3
2597,19.9,63.3,5.4,8.4,0.0,2171-03-30,4,0.5,279.58,498.15,0
2598,19.9,63.3,5.4,8.4,0.0,2171-03-30,2,0.34,131.01,869.19,2
2599,19.9,63.3,5.4,8.4,0.0,2171-03-30,5,0.39,111.22,725.47,2
2600,18.2,63.8,4.5,7.3,0.0,2170-04-30,1,0.85,189.74,699.76,0
2601,18.2,63.8,4.5,7.3,0.0,2170-04-30,3,0.76,234.3,326.05,3
2602,18.2,63.8,4.5,7.3,0.0,2170-04-30,4,0.57,271.8,783.78,0
2603,18.2,63.8,4.5,7.3,0.0,2170-04-30,2,0.41,147.28,772.16,2
2604,18.2,63.8,4.5,7.3,0.0,2170-04-30,5,0.65,171.19,807.2,2
2605,24.1,51.7,7.4,15.7,0.0,2171-04-30,1,0.56,258.97,304.34,0
2606,24.1,51.7,7.4,15.7,0.0,2171-04-30,3,0.92,220.89,528.48,3
2607,24.1,51.7,7.4,15.7,0.0,2171-04-30,4,0.85,197.73,637.37,0
2608,24.1,51.7,7.4,15.7,0.0,2171-04-30,2,0.31,142.46,947.58,0
2609,24.1,51.7,7.4,15.7,0.0,2171-04-30,5,0.63,187.43,266.44,2
2610,30.8,53.9,4.9,9.2,0.0,2170-05-30,1,0.85,297.4,155.0,1
2611,30.8,53.9,4.9,9.2,0.0,2170-05-30,3,0.69,287.27,920.39,3
2612,30.8,53.9,4.9,9.2,0.0,2170-05-30,4,0.85,156.63,600.14,0
2613,30.8,53.9,4.9,9.2,0.0,2170-05-30,2,0.33,167.05,584.62,0
2614,30.8,53.9,4.9,9.2,0.0,2170-05-30,5,0.48,150.42,334.14,0
2615,29.9,43.3,3.7,7.1,0.0,2171-05-30,1,0.51,259.83,500.0,0
2616,29.9,43.3,3.7,7.1,0.0,2171-05-30,3,0.93,191.89,392.71,2
2617,29.9,43.3,3.7,7.1,0.0,2171-05-30,4,0.9,253.16,227.97,0
2618,29.9,43.3,3.7,7.1,0.0,2171-05-30,2,0.46,138.02,716.5,2
2619,29.9,43.3,3.7,7.1,0.0,2171-05-30,5,0.37,156.8,474.27,2
2620,31.4,50.4,3.5,8.3,0.0,2170-06-30,1,0.9,216.03,708.33,1
2621,31.4,50.4,3.5,8.3,0.0,2170-06-30,3,0.89,211.36,891.62,3
2622,31.4,50.4,3.5,8.3,0.0,2170-06-30,4,0.91,274.44,392.93,1
2623,31.4,50.4,3.5,8.3,0.0,2170-06-30,2,0.31,163.05,405.98,0
2624,31.4,50.4,3.5,8.3,0.0,2170-06-30,5,0.47,174.28,798.58,0
2625,30.9,59.4,3.9,11.0,0.0,2171-06-30,1,0.74,163.77,264.39,0
2626,30.9,59.4,3.9,11.0,0.0,2171-06-30,3,0.94,247.25,252.72,3
2627,30.9,59.4,3.9,11.0,0.0,2171-06-30,4,0.97,155.75,612.78,0
2628,30.9,59.4,3.9,11.0,0.0,2171-06-30,2,0.63,154.36,668.93,2
2629,30.9,59.4,3.9,11.0,0.0,2171-06-30,5,0.58,129.89,416.04,2
2630,33.2,53.5,4.4,10.3,0.0,2170-07-30,1,0.85,219.71,53.34,1
2631,33.2,53.5,4.4,10.3,0.0,2170-07-30,3,0.82,230.06,360.91,3
2632,33.2,53.5,4.4,10.3,0.0,2170-07-30,4,0.56,287.69,295.87,0
2633,33.2,53.5,4.4,10.3,0.0,2170-07-30,2,0.43,101.55,659.31,2
2634,33.2,53.5,4.4,10.3,0.0,2170-07-30,5,0.47,136.99,807.0,2
2635,41.3,35.4,4.1,11.2,0.0,2171-07-30,1,0.67,299.53,704.03,0
2636,41.3,35.4,4.1,11.2,0.0,2171-07-30,3,0.72,200.74,82.55,3
2637,41.3,35.4,4.1,11.2,0.0,2171-07-30,4,0.61,165.72,417.15,0
2638,41.3,35.4,4.1,11.2,0.0,2171-07-30,2,0.36,101.04,734.2,2
2639,41.3,35.4,4.1,11.2,0.0,2171-07-30,5,0.7,141.24,754.09,0
2640,41.5,34.1,3.6,7.6,0.0,2171-08-30,1,0.66,254.88,521.85,1
2641,41.5,34.1,3.6,7.6,0.0,2171-08-30,3,0.6,238.32,413.62,0
2642,41.5,34.1,3.6,7.6,0.0,2171-08-30,4,0.91,225.48,741.15,1
2643,41.5,34.1,3.6,7.6,0.0,2171-08-30,2,0.54,114.78,290.95,2
2644,41.5,34.1,3.6,7.6,0.0,2171-08-30,5,0.32,186.13,920.84,2
2645,24.0,55.6,6.9,14.1,0.0,2171-09-30,1,0.65,188.6,89.18,0
2646,24.0,55.6,6.9,14.1,0.0,2171-09-30,3,0.72,217.03,774.39,3
2647,24.0,55.6,6.9,14.1,0.0,2171-09-30,4,0.67,204.34,377.19,1
2648,24.0,55.6,6.9,14.1,0.0,2171-09-30,2,0.43,122.77,217.97,2
2649,24.0,55.6,6.9,14.1,0.0,2171-09-30,5,0.58,120.14,175.72,0
2650,18.0,73.8,11.3,21.1,0.1,2170-01-31,1,0.75,247.74,85.81,1
2651,18.0,73.8,11.3,21.1,0.1,2170-01-31,3,0.5,282.75,535.22,2
2652,18.0,73.8,11.3,21.1,0.1,2170-01-31,4,0.79,196.21,712.47,0
2653,18.0,73.8,11.3,21.1,0.1,2170-01-31,2,0.59,113.45,572.48,2
2654,18.0,73.8,11.3,21.1,0.1,2170-01-31,5,0.45,117.75,638.45,0
2655,12.5,82.6,15.1,26.2,0.0,2171-01-31,1,0.53,202.92,331.49,0
2656,12.5,82.6,15.1,26.2,0.0,2171-01-31,3,0.56,226.97,131.17,2
2657,12.5,82.6,15.1,26.2,0.0,2171-01-31,4,0.89,185.02,42.68,0
2658,12.5,82.6,15.1,26.2,0.0,2171-01-31,2,0.37,153.18,825.76,2
2659,12.5,82.6,15.1,26.2,0.0,2171-01-31,5,0.49,175.27,417.51,2
2660,23.2,68.3,4.6,12.3,0.1,2170-10-31,1,0.69,244.6,523.65,1
2661,23.2,68.3,4.6,12.3,0.1,2170-10-31,3,0.72,172.31,582.55,0
2662,23.2,68.3,4.6,12.3,0.1,2170-10-31,4,0.61,259.97,197.48,1
2663,23.2,68.3,4.6,12.3,0.1,2170-10-31,2,0.31,104.84,739.24,2
2664,23.2,68.3,4.6,12.3,0.1,2170-10-31,5,0.56,160.23,273.27,2
2665,26.1,50.4,3.9,10.9,0.0,2171-10-31,1,0.94,289.25,756.36,0
2666,26.1,50.4,3.9,10.9,0.0,2171-10-31,3,0.72,236.29,946.66,3
2667,26.1,50.4,3.9,10.9,0.0,2171-10-31,4,0.83,250.4,497.98,1
2668,26.1,50.4,3.9,10.9,0.0,2171-10-31,2,0.35,141.61,839.07,2
2669,26.1,50.4,3.9,10.9,0.0,2171-10-31,5,0.39,189.24,142.33,2
2670,15.7,62.1,2.7,1.5,0.0,2170-12-31,1,0.88,177.66,73.89,0
2671,15.7,62.1,2.7,1.5,0.0,2170-12-31,3,0.9,245.21,166.63,3
2672,15.7,62.1,2.7,1.5,0.0,2170-12-31,4,0.77,191.22,98.44,0
2673,15.7,62.1,2.7,1.5,0.0,2170-12-31,2,0.57,176.51,908.64,2
2674,15.7,62.1,2.7,1.5,0.0,2170-12-31,5,0.57,131.73,876.33,2
2675,23.3,62.2,6.5,18.2,0.0,2171-12-31,1,0.95,264.5,663.31,0
2676,23.3,62.2,6.5,18.2,0.0,2171-12-31,3,0.86,179.71,833.37,2
2677,23.3,62.2,6.5,18.2,0.0,2171-12-31,4,0.58,234.87,210.51,0
2678,23.3,62.2,6.5,18.2,0.0,2171-12-31,2,0.51,116.38,220.28,2
2679,23.3,62.2,6.5,18.2,0.0,2171-12-31,5,0.42,103.16,736.74,2
2680,19.8,36.2,7.5,18.8,0.0,2170-03-31,1,0.94,150.47,542.57,0
2681,19.8,36.2,7.5,18.8,0.0,2170-03-31,3,0.8,152.55,971.26,0
2682,19.8,36.2,7.5,18.8,0.0,2170-03-31,4,0.94,184.33,10.45,0
2683,19.8,36.2,7.5,18.8,0.0,2170-03-31,2,0.69,102.57,58.61,2
2684,19.8,36.2,7.5,18.8,0.0,2170-03-31,5,0.5,179.54,648.92,2
2685,19.3,69.1,13.8,23.3,0.1,2171-03-31,1,0.72,244.36,320.43,1
2686,19.3,69.1,13.8,23.3,0.1,2171-03-31,3,0.64,249.28,549.97,3
2687,19.3,69.1,13.8,23.3,0.1,2171-03-31,4,0.72,152.04,637.17,0
2688,19.3,69.1,13.8,23.3,0.1,2171-03-31,2,0.52,176.59,396.02,2
2689,19.3,69.1,13.8,23.3,0.1,2171-03-31,5,0.45,173.47,299.75,2
2690,31.0,49.4,4.5,13.7,0.0,2170-05-31,1,0.76,167.43,175.56,0
2691,31.0,49.4,4.5,13.7,0.0,2170-05-31,3,0.77,255.97,306.97,3
2692,31.0,49.4,4.5,13.7,0.0,2170-05-31,4,0.64,249.32,775.28,0
2693,31.0,49.4,4.5,13.7,0.0,2170-05-31,2,0.65,136.1,113.26,2
2694,31.0,49.4,4.5,13.7,0.0,2170-05-31,5,0.51,182.09,850.76,2
2695,29.9,35.9,4.8,7.2,0.0,2171-05-31,1,0.71,214.49,480.41,1
2696,29.9,35.9,4.8,7.2,0.0,2171-05-31,3,0.66,237.72,347.43,3
2697,29.9,35.9,4.8,7.2,0.0,2171-05-31,4,0.52,267.37,584.07,0
2698,29.9,35.9,4.8,7.2,0.0,2171-05-31,2,0.58,150.25,868.44,0
2699,29.9,35.9,4.8,7.2,0.0,2171-05-31,5,0.52,133.7,777.72,2
2700,29.1,64.2,5.1,10.8,0.0,2170-07-31,1,0.94,284.46,421.48,1
2701,29.1,64.2,5.1,10.8,0.0,2170-07-31,3,0.64,157.52,854.66,0
2702,29.1,64.2,5.1,10.8,0.0,2170-07-31,4,0.93,265.33,60.3,1
2703,29.1,64.2,5.1,10.8,0.0,2170-07-31,2,0.39,175.9,666.6,0
2704,29.1,64.2,5.1,10.8,0.0,2170-07-31,5,0.52,197.63,87.71,0
2705,44.5,27.8,3.5,9.6,0.0,2171-07-31,1,0.57,217.56,128.69,0
2706,44.5,27.8,3.5,9.6,0.0,2171-07-31,3,0.61,155.87,649.64,2
2707,44.5,27.8,3.5,9.6,0.0,2171-07-31,4,0.97,150.26,45.83,0
2708,44.5,27.8,3.5,9.6,0.0,2171-07-31,2,0.35,116.18,676.85,0
2709,44.5,27.8,3.5,9.6,0.0,2171-07-31,5,0.67,161.51,271.29,2
2710,35.0,48.1,5.7,9.5,0.0,2171-08-31,1,0.84,296.81,26.94,1
2711,35.0,48.1,5.7,9.5,0.0,2171-08-31,3,0.86,255.73,498.72,3
2712,35.0,48.1,5.7,9.5,0.0,2171-08-31,4,0.66,150.9,371.73,0
2713,35.0,48.1,5.7,9.5,0.0,2171-08-31,2,0.35,121.79,197.61,0
2714,35.0,48.1,5.7,9.5,0.0,2171-08-31,5,0.46,135.18,993.46,0
2715,6.8,63.0,3.2,4.1,0.0,2170-01-04,1,0.89,231.38,293.83,1
2716,6.8,63.0,3.2,4.1,0.0,2170-01-04,3,0.87,249.47,858.37,3
2717,6.8,63.0,3.2,4.1,0.0,2170-01-04,4,0.56,195.73,493.99,0
2718,6.8,63.0,3.2,4.1,0.0,2170-01-04,2,0.52,135.98,614.2,2
2719,6.8,63.0,3.2,4.1,0.0,2170-01-04,5,0.51,105.06,456.63,2
2720,13.7,69.8,4.5,10.8,0.1,2171-01-04,1,0.68,187.77,506.02,0
2721,13.7,69.8,4.5,10.8,0.1,2171-01-04,3,0.94,229.56,376.5,3
2722,13.7,69.8,4.5,10.8,0.1,2171-01-04,4,0.57,252.15,440.93,0
2723,13.7,69.8,4.5,10.8,0.1,2171-01-04,2,0.41,177.72,520.71,2
2724,13.7,69.8,4.5,10.8,0.1,2171-01-04,5,0.6,172.83,111.22,0
2725,25.4,64.4,6.2,10.9,0.0,2170-10-04,1,0.81,258.95,429.8,1
2726,25.4,64.4,6.2,10.9,0.0,2170-10-04,3,1.0,268.0,824.35,1
2727,25.4,64.4,6.2,10.9,0.0,2170-10-04,4,0.92,209.59,473.02,1
2728,25.4,64.4,6.2,10.9,0.0,2170-10-04,2,0.46,182.46,98.7,0
2729,25.4,64.4,6.2,10.9,0.0,2170-10-04,5,0.5,197.52,9.68,2
2730,26.1,61.7,3.0,3.3,0.0,2171-10-04,1,0.72,194.83,360.59,0
2731,26.1,61.7,3.0,3.3,0.0,2171-10-04,3,0.54,284.35,38.49,2
2732,26.1,61.7,3.0,3.3,0.0,2171-10-04,4,0.76,186.9,682.17,0
2733,26.1,61.7,3.0,3.3,0.0,2171-10-04,2,0.37,174.84,333.93,2
2734,26.1,61.7,3.0,3.3,0.0,2171-10-04,5,0.52,120.71,826.51,2
2735,12.9,72.3,3.5,5.4,0.0,2170-11-04,1,0.84,292.45,374.96,0
2736,12.9,72.3,3.5,5.4,0.0,2170-11-04,3,0.84,238.78,404.23,0
2737,12.9,72.3,3.5,5.4,0.0,2170-11-04,4,0.52,214.25,256.57,0
2738,12.9,72.3,3.5,5.4,0.0,2170-11-04,2,0.45,195.27,615.74,2
2739,12.9,72.3,3.5,5.4,0.0,2170-11-04,5,0.33,180.67,446.74,2
2740,16.9,59.6,15.5,24.5,0.0,2171-11-04,1,0.64,172.91,387.03,0
2741,16.9,59.6,15.5,24.5,0.0,2171-11-04,3,0.74,219.34,42.11,3
2742,16.9,59.6,15.5,24.5,0.0,2171-11-04,4,0.62,232.71,535.37,1
2743,16.9,59.6,15.5,24.5,0.0,2171-11-04,2,0.59,101.35,689.62,2
2744,16.9,59.6,15.5,24.5,0.0,2171-11-04,5,0.43,152.93,106.26,2
2745,20.2,60.3,15.9,24.6,0.1,2170-12-04,1,0.87,166.33,748.21,0
2746,20.2,60.3,15.9,24.6,0.1,2170-12-04,3,0.76,235.58,730.5,3
2747,20.2,60.3,15.9,24.6,0.1,2170-12-04,4,0.67,199.79,621.42,0
2748,20.2,60.3,15.9,24.6,0.1,2170-12-04,2,0.41,168.09,427.82,2
2749,20.2,60.3,15.9,24.6,0.1,2170-12-04,5,0.37,164.11,529.79,2
2750,14.0,65.4,3.4,4.0,0.0,2171-12-04,1,0.79,284.82,35.98,0
2751,14.0,65.4,3.4,4.0,0.0,2171-12-04,3,0.93,181.12,350.89,2
2752,14.0,65.4,3.4,4.0,0.0,2171-12-04,4,0.69,280.62,473.26,1
2753,14.0,65.4,3.4,4.0,0.0,2171-12-04,2,0.62,199.6,136.47,0
2754,14.0,65.4,3.4,4.0,0.0,2171-12-04,5,0.65,131.47,278.57,0
2755,20.2,66.8,6.6,14.1,0.0,2170-02-04,1,0.64,296.43,126.85,0
2756,20.2,66.8,6.6,14.1,0.0,2170-02-04,3,0.83,268.13,481.77,0
2757,20.2,66.8,6.6,14.1,0.0,2170-02-04,4,0.94,299.45,646.93,1
2758,20.2,66.8,6.6,14.1,0.0,2170-02-04,2,0.32,134.4,894.38,2
2759,20.2,66.8,6.6,14.1,0.0,2170-02-04,5,0.59,130.5,201.94,0
2760,17.6,65.6,7.0,10.1,0.0,2171-02-04,1,0.72,186.51,158.5,0
2761,17.6,65.6,7.0,10.1,0.0,2171-02-04,3,0.51,164.24,542.66,2
2762,17.6,65.6,7.0,10.1,0.0,2171-02-04,4,0.94,199.0,732.47,0
2763,17.6,65.6,7.0,10.1,0.0,2171-02-04,2,0.3,151.91,314.56,2
2764,17.6,65.6,7.0,10.1,0.0,2171-02-04,5,0.48,163.74,59.43,2
2765,17.7,68.2,4.7,10.8,0.0,2170-03-04,1,0.5,263.54,273.91,0
2766,17.7,68.2,4.7,10.8,0.0,2170-03-04,3,0.68,255.93,678.05,3
2767,17.7,68.2,4.7,10.8,0.0,2170-03-04,4,0.91,191.99,9.25,0
2768,17.7,68.2,4.7,10.8,0.0,2170-03-04,2,0.69,159.98,386.32,2
2769,17.7,68.2,4.7,10.8,0.0,2170-03-04,5,0.54,147.6,521.6,2
2770,17.5,69.5,12.4,19.4,0.1,2171-03-04,1,0.99,212.47,735.48,1
2771,17.5,69.5,12.4,19.4,0.1,2171-03-04,3,0.85,240.89,400.77,3
2772,17.5,69.5,12.4,19.4,0.1,2171-03-04,4,0.94,246.12,268.35,0
2773,17.5,69.5,12.4,19.4,0.1,2171-03-04,2,0.45,163.53,172.21,0
2774,17.5,69.5,12.4,19.4,0.1,2171-03-04,5,0.54,157.19,678.45,2
2775,17.8,50.0,5.2,10.1,0.0,2170-04-04,1,0.88,212.68,388.08,1
2776,17.8,50.0,5.2,10.1,0.0,2170-04-04,3,0.51,169.5,518.72,2
2777,17.8,50.0,5.2,10.1,0.0,2170-04-04,4,0.58,226.62,443.8,0
2778,17.8,50.0,5.2,10.1,0.0,2170-04-04,2,0.42,130.79,747.22,2
2779,17.8,50.0,5.2,10.1,0.0,2170-04-04,5,0.52,178.79,50.39,2
2780,9.4,55.8,4.0,6.0,0.0,2171-04-04,1,0.99,193.31,468.29,0
2781,9.4,55.8,4.0,6.0,0.0,2171-04-04,3,0.68,285.16,340.83,3
2782,9.4,55.8,4.0,6.0,0.0,2171-04-04,4,0.68,271.94,297.46,1
2783,9.4,55.8,4.0,6.0,0.0,2171-04-04,2,0.67,123.76,918.14,2
2784,9.4,55.8,4.0,6.0,0.0,2171-04-04,5,0.52,107.61,608.17,0
2785,20.6,47.9,6.2,13.4,0.0,2170-05-04,1,0.66,165.81,727.96,0
2786,20.6,47.9,6.2,13.4,0.0,2170-05-04,3,0.86,245.18,995.75,3
2787,20.6,47.9,6.2,13.4,0.0,2170-05-04,4,0.67,161.58,392.4,0
2788,20.6,47.9,6.2,13.4,0.0,2170-05-04,2,0.57,199.5,318.48,2
2789,20.6,47.9,6.2,13.4,0.0,2170-05-04,5,0.54,125.22,237.02,0
2790,29.5,65.7,4.7,8.3,0.1,2170-06-04,1,0.86,211.84,241.19,1
2791,29.5,65.7,4.7,8.3,0.1,2170-06-04,3,0.7,288.08,873.93,3
2792,29.5,65.7,4.7,8.3,0.1,2170-06-04,4,0.7,228.03,152.04,1
2793,29.5,65.7,4.7,8.3,0.1,2170-06-04,2,0.69,199.46,231.36,2
2794,29.5,65.7,4.7,8.3,0.1,2170-06-04,5,0.62,130.26,664.55,2
2795,33.0,59.1,2.8,5.6,0.0,2171-06-04,1,0.59,243.61,644.57,0
2796,33.0,59.1,2.8,5.6,0.0,2171-06-04,3,0.78,299.29,816.15,3
2797,33.0,59.1,2.8,5.6,0.0,2171-06-04,4,0.73,202.61,67.94,1
2798,33.0,59.1,2.8,5.6,0.0,2171-06-04,2,0.58,149.01,73.68,2
2799,33.0,59.1,2.8,5.6,0.0,2171-06-04,5,0.55,159.43,64.71,0
2800,36.4,54.0,4.5,10.3,0.0,2170-07-04,1,0.73,274.67,425.16,1
2801,36.4,54.0,4.5,10.3,0.0,2170-07-04,3,0.82,297.24,94.96,1
2802,36.4,54.0,4.5,10.3,0.0,2170-07-04,4,0.88,232.91,685.66,0
2803,36.4,54.0,4.5,10.3,0.0,2170-07-04,2,0.57,191.63,978.46,2
2804,36.4,54.0,4.5,10.3,0.0,2170-07-04,5,0.51,168.34,631.35,0
2805,34.6,46.9,7.7,14.3,0.0,2171-07-04,1,0.79,175.17,8.01,0
2806,34.6,46.9,7.7,14.3,0.0,2171-07-04,3,0.7,289.45,185.56,3
2807,34.6,46.9,7.7,14.3,0.0,2171-07-04,4,0.52,152.55,48.81,0
2808,34.6,46.9,7.7,14.3,0.0,2171-07-04,2,0.48,101.58,364.05,0
2809,34.6,46.9,7.7,14.3,0.0,2171-07-04,5,0.45,122.75,639.01,2
2810,33.4,53.6,8.2,14.6,0.1,2170-08-04,1,0.9,282.18,602.3,1
2811,33.4,53.6,8.2,14.6,0.1,2170-08-04,3,0.88,240.94,838.98,3
2812,33.4,53.6,8.2,14.6,0.1,2170-08-04,4,0.8,192.58,797.33,0
2813,33.4,53.6,8.2,14.6,0.1,2170-08-04,2,0.54,158.92,151.87,2
2814,33.4,53.6,8.2,14.6,0.1,2170-08-04,5,0.46,143.38,915.93,2
2815,41.7,33.4,4.3,10.8,0.0,2171-08-04,1,1.0,273.33,421.39,1
2816,41.7,33.4,4.3,10.8,0.0,2171-08-04,3,0.96,200.47,586.4,0
2817,41.7,33.4,4.3,10.8,0.0,2171-08-04,4,0.66,165.44,400.96,0
2818,41.7,33.4,4.3,10.8,0.0,2171-08-04,2,0.7,130.02,773.19,2
2819,41.7,33.4,4.3,10.8,0.0,2171-08-04,5,0.38,112.64,50.33,2
2820,37.7,47.6,4.5,14.2,0.0,2171-09-04,1,0.66,236.79,589.02,1
2821,37.7,47.6,4.5,14.2,0.0,2171-09-04,3,0.83,237.41,913.92,0
2822,37.7,47.6,4.5,14.2,0.0,2171-09-04,4,0.7,271.2,362.27,0
2823,37.7,47.6,4.5,14.2,0.0,2171-09-04,2,0.64,187.0,782.88,2
2824,37.7,47.6,4.5,14.2,0.0,2171-09-04,5,0.35,156.86,134.42,2
2825,9.2,65.9,3.7,5.7,0.0,2170-01-05,1,0.62,289.34,784.64,1
2826,9.2,65.9,3.7,5.7,0.0,2170-01-05,3,0.82,206.06,564.73,3
2827,9.2,65.9,3.7,5.7,0.0,2170-01-05,4,0.96,162.04,2.84,0
2828,9.2,65.9,3.7,5.7,0.0,2170-01-05,2,0.32,196.66,137.99,2
2829,9.2,65.9,3.7,5.7,0.0,2170-01-05,5,0.5,148.15,897.73,2
2830,13.8,73.9,6.3,12.9,0.0,2171-01-05,1,0.75,294.35,740.24,0
2831,13.8,73.9,6.3,12.9,0.0,2171-01-05,3,0.98,256.75,833.8,3
2832,13.8,73.9,6.3,12.9,0.0,2171-01-05,4,0.58,246.45,609.34,0
2833,13.8,73.9,6.3,12.9,0.0,2171-01-05,2,0.37,175.8,859.59,2
2834,13.8,73.9,6.3,12.9,0.0,2171-01-05,5,0.57,134.37,109.0,2
2835,21.2,65.7,7.2,13.4,0.1,2170-10-05,1,1.0,266.0,722.67,1
2836,21.2,65.7,7.2,13.4,0.1,2170-10-05,3,0.88,248.53,375.07,0
2837,21.2,65.7,7.2,13.4,0.1,2170-10-05,4,0.73,156.37,276.43,0
2838,21.2,65.7,7.2,13.4,0.1,2170-10-05,2,0.53,128.15,796.66,2
2839,21.2,65.7,7.2,13.4,0.1,2170-10-05,5,0.56,142.38,207.51,2
2840,29.5,58.7,4.6,14.2,0.0,2171-10-05,1,0.99,268.08,253.4,1
2841,29.5,58.7,4.6,14.2,0.0,2171-10-05,3,0.92,207.56,913.48,3
2842,29.5,58.7,4.6,14.2,0.0,2171-10-05,4,0.5,267.39,508.71,0
2843,29.5,58.7,4.6,14.2,0.0,2171-10-05,2,0.61,191.68,486.6,2
2844,29.5,58.7,4.6,14.2,0.0,2171-10-05,5,0.34,195.17,774.97,0
2845,15.0,62.5,6.0,10.5,0.0,2170-11-05,1,0.7,198.24,734.33,0
2846,15.0,62.5,6.0,10.5,0.0,2170-11-05,3,0.74,289.3,158.03,3
2847,15.0,62.5,6.0,10.5,0.0,2170-11-05,4,0.7,202.18,230.4,1
2848,15.0,62.5,6.0,10.5,0.0,2170-11-05,2,0.47,144.29,563.16,2
2849,15.0,62.5,6.0,10.5,0.0,2170-11-05,5,0.58,137.81,723.71,2
2850,13.9,68.3,3.9,5.5,0.0,2171-11-05,1,0.71,156.33,34.06,0
2851,13.9,68.3,3.9,5.5,0.0,2171-11-05,3,0.74,194.61,61.4,0
2852,13.9,68.3,3.9,5.5,0.0,2171-11-05,4,0.79,203.38,761.94,1
2853,13.9,68.3,3.9,5.5,0.0,2171-11-05,2,0.57,120.12,617.3,2
2854,13.9,68.3,3.9,5.5,0.0,2171-11-05,5,0.51,169.15,636.9,0
2855,-29.7,13.4,3.9,3.8,0.0,2170-12-05,1,0.88,223.41,622.92,1
2856,-29.7,13.4,3.9,3.8,0.0,2170-12-05,3,0.73,153.85,425.48,2
2857,-29.7,13.4,3.9,3.8,0.0,2170-12-05,4,0.64,249.24,767.02,0
2858,-29.7,13.4,3.9,3.8,0.0,2170-12-05,2,0.45,163.24,589.73,2
2859,-29.7,13.4,3.9,3.8,0.0,2170-12-05,5,0.57,193.98,398.89,0
2860,13.3,58.9,4.2,5.5,0.1,2171-12-05,1,0.68,172.64,761.89,0
2861,13.3,58.9,4.2,5.5,0.1,2171-12-05,3,0.78,296.6,538.36,2
2862,13.3,58.9,4.2,5.5,0.1,2171-12-05,4,0.63,175.51,273.62,0
2863,13.3,58.9,4.2,5.5,0.1,2171-12-05,2,0.5,132.62,158.01,0
2864,13.3,58.9,4.2,5.5,0.1,2171-12-05,5,0.65,144.21,704.86,2
2865,22.2,72.2,4.6,16.1,0.0,2170-02-05,1,0.93,157.7,519.94,0
2866,22.2,72.2,4.6,16.1,0.0,2170-02-05,3,0.59,276.66,876.34,2
2867,22.2,72.2,4.6,16.1,0.0,2170-02-05,4,0.77,250.92,409.91,0
2868,22.2,72.2,4.6,16.1,0.0,2170-02-05,2,0.39,195.16,61.45,0
2869,22.2,72.2,4.6,16.1,0.0,2170-02-05,5,0.5,153.33,4.52,2
2870,6.6,72.1,2.4,0.0,0.0,2171-02-05,1,0.54,172.24,166.64,0
2871,6.6,72.1,2.4,0.0,0.0,2171-02-05,3,0.72,291.52,699.43,3
2872,6.6,72.1,2.4,0.0,0.0,2171-02-05,4,0.83,219.25,573.26,1
2873,6.6,72.1,2.4,0.0,0.0,2171-02-05,2,0.31,111.49,690.16,2
2874,6.6,72.1,2.4,0.0,0.0,2171-02-05,5,0.51,193.17,612.69,0
2875,18.8,52.5,3.3,6.6,0.0,2170-03-05,1,0.9,266.35,40.53,1
2876,18.8,52.5,3.3,6.6,0.0,2170-03-05,3,0.66,287.84,437.62,2
2877,18.8,52.5,3.3,6.6,0.0,2170-03-05,4,0.85,293.79,675.97,1
2878,18.8,52.5,3.3,6.6,0.0,2170-03-05,2,0.32,101.65,619.23,0
